"","speccode","shift_max20_P.1.3","shift_min20_P.1.3","shift_all_P.1.3","shift_max20_P.1.2","shift_min20_P.1.2","shift_all_P.1.2","shift_max20_P.2.3","shift_min20_P.2.3","shift_all_P.2.3","nrecord_P.1","nrecord_P.2","nrecord_P.3"
"150",472,0.595607655567584,-0.648640592911669,-1.49415050820021,0.208679473766459,-0.3578198282692,-1.05368674593371,0.386928181801125,-0.290820764642469,-0.440463762266496,625,1158,1782
"151",473,0.207063681301001,0,0.0540895915630486,-0.139297197165384,0.0159471716223081,-0.107873747105671,0.346360878466385,-0.0159471716223081,0.16196333866872,2383,2268,2406
"152",474,0.0134297268354331,0.0914205872557829,0.0837087265289611,0.0134297268354331,-0.239081652141223,-0.121596591352834,0,0.330502239397006,0.205305317881795,657,651,536
"153",484,0.111860473276181,-0.00995238270129306,0.0390164639258828,0.027136642550289,0.010926338566172,-0.0802458098783987,0.084723830725892,-0.020878721267465,0.119262273804281,2326,2173,2299
"154",485,-1.09876543860299,0.124326132757126,-0.211827935844802,0.0605925779649326,0.0422502521824057,0.00898317025821171,-1.15935801656792,0.0820758805747204,-0.220811106103014,459,315,113
"155",514,-0.144077668410773,0.0561073094717628,-0.318659975531602,-0.0605721615664407,0.0392947204558638,-0.14839835830378,-0.0835055068443324,0.016812589015899,-0.170261617227823,2438,2222,1939
"156",524,-0.332655182579664,0.0540602921821218,-0.0256209718377036,0.399432814378486,0.0532501392144837,-0.109032321774123,-0.73208799695815,0.000810152967638089,0.0834113499364193,2480,2188,2351
"157",528,-1.85886900668008,0.471066291675442,-0.637031558903111,-1.21051268990214,0.28145087710184,-0.478992494558177,-0.648356316777942,0.189615414573602,-0.158039064344933,1358,921,596
"158",900,-0.018190617616753,0.00231485239409324,-0.0948189743034007,0.0266823894902544,0.0760988285175017,0.251199748599888,-0.0448730071070074,-0.0737839761234085,-0.346018722903288,735,654,712
"159",910,0,-0.569059251395323,-0.0633677646016224,-0.00426660433021908,-0.892774372947542,-0.0663343309348861,0.00426660433021908,0.323715121552219,0.00296656633326364,682,687,679
"160",1079,0.297534209267241,-0.0877788463002247,0.518143285438825,0.0771796448081901,-0.0432390827307643,-0.0724068822086466,0.220354564459051,-0.0445397635694604,0.590550167647471,1979,1754,1547
